,cust,monetary,recency,frequency,R,F,M,cluster,RFM_score,class
18930,M629166100,815860.0,48.0,32.0,3,1,1,0.0,42.17795351465323,4
18931,M629208344,1957380.0,6.0,46.0,4,1,1,1.0,50.766930271979845,3
18932,M629230802,91340.0,1.0,21.0,4,1,1,0.0,50.766930271979845,3
18933,M629249060,2454557.0,14.0,32.0,4,1,1,0.0,50.766930271979845,3
18934,M629264737,1433430.0,46.0,31.0,3,1,1,0.0,42.17795351465323,4
18935,M629301187,6127490.0,111.0,31.0,3,1,1,0.0,42.17795351465323,4
18936,M629305199,1859100.0,21.0,20.0,4,1,1,0.0,50.766930271979845,3
18937,M629357012,1784156.0,1.0,35.0,4,1,1,1.0,50.766930271979845,3
18938,M629372656,3114505.0,5.0,71.0,4,2,1,1.0,59.213159415457994,2
18939,M629415196,488770.0,231.0,10.0,1,1,1,0.0,25.0,4
18940,M629482545,212040.0,4.0,13.0,4,1,1,1.0,50.766930271979845,3
18941,M629497324,3853834.0,2.0,65.0,4,2,1,0.0,59.213159415457994,2
18942,M629504845,1705520.0,13.0,47.0,4,1,1,0.0,50.766930271979845,3
18943,M629616284,2364450.0,73.0,51.0,3,2,1,2.0,50.62418265813138,3
18944,M629629823,1285507.0,56.0,39.0,3,1,1,0.0,42.17795351465323,4
18945,M629656521,466510.0,16.0,48.0,4,1,1,0.0,50.766930271979845,3
18946,M629686422,10036860.0,8.0,122.0,4,2,1,0.0,59.213159415457994,2
18947,M629798113,14988130.0,11.0,62.0,4,2,2,1.0,67.17795351465323,1
18948,M629801443,2363464.0,5.0,51.0,4,2,1,0.0,59.213159415457994,2
18949,M629827210,46730971.0,8.0,56.0,4,2,2,0.0,67.17795351465323,1
18950,M629856817,91900.0,104.0,6.0,3,1,1,0.0,42.17795351465323,4
18951,M629859946,237000.0,235.0,2.0,1,1,1,0.0,25.0,4
18953,M629901884,2144270.0,20.0,24.0,4,1,1,0.0,50.766930271979845,3
18954,M629917352,1312385.0,1.0,137.0,4,3,1,2.0,67.65938855893616,1
18955,M629919642,20330800.0,4.0,75.0,4,2,2,3.0,67.17795351465323,1
18956,M630008598,4678559.0,13.0,53.0,4,2,1,0.0,59.213159415457994,2
18957,M630055956,3031160.0,9.0,17.0,4,1,1,0.0,50.766930271979845,3
18958,M630101164,1534874.0,7.0,25.0,4,1,1,0.0,50.766930271979845,3
18960,M630146559,441790.0,7.0,16.0,4,1,1,0.0,50.766930271979845,3
18961,M630226672,652640.0,7.0,15.0,4,1,1,0.0,50.766930271979845,3
18962,M630243596,1221473.0,88.0,14.0,3,1,1,0.0,42.17795351465323,4
18963,M630280818,910060.0,13.0,47.0,4,1,1,0.0,50.766930271979845,3
18964,M630317005,3780348.0,21.0,96.0,4,2,1,0.0,59.213159415457994,2
18965,M630374793,207740.0,1.0,24.0,4,1,1,0.0,50.766930271979845,3
18967,M630445955,15000.0,90.0,1.0,3,1,1,0.0,42.17795351465323,4
18968,M630448412,615000.0,112.0,26.0,3,1,1,0.0,42.17795351465323,4
18969,M630520717,747804.0,66.0,10.0,3,1,1,0.0,42.17795351465323,4
18970,M630576974,934230.0,1.0,27.0,4,1,1,0.0,50.766930271979845,3
18971,M630579804,375250.0,1.0,34.0,4,1,1,0.0,50.766930271979845,3
18972,M630608939,6776630.0,4.0,133.0,4,3,1,0.0,67.65938855893616,1
18973,M630617348,231670.0,88.0,4.0,3,1,1,1.0,42.17795351465323,4
18974,M630627184,748740.0,106.0,17.0,3,1,1,0.0,42.17795351465323,4
18975,M630635175,6891760.0,5.0,51.0,4,2,1,1.0,59.213159415457994,2
18976,M630659150,8354703.0,103.0,128.0,3,2,1,3.0,50.62418265813138,3
18977,M630670162,13000.0,105.0,1.0,3,1,1,1.0,42.17795351465323,4
18978,M630712163,3921449.0,7.0,66.0,4,2,1,0.0,59.213159415457994,2
18979,M630712338,2451606.0,4.0,76.0,4,2,1,0.0,59.213159415457994,2
18980,M630847642,6476683.0,1.0,163.0,4,3,1,3.0,67.65938855893616,1
18981,M630863549,3538760.0,5.0,133.0,4,3,1,0.0,67.65938855893616,1
18982,M630890056,3814857.0,55.0,44.0,3,1,1,1.0,42.17795351465323,4
18983,M630936061,542560.0,17.0,18.0,4,1,1,0.0,50.766930271979845,3
18985,M630979574,222110.0,104.0,2.0,3,1,1,0.0,42.17795351465323,4
18986,M631008892,3422531.0,5.0,58.0,4,2,1,0.0,59.213159415457994,2
18987,M631016245,905800.0,92.0,28.0,3,1,1,3.0,42.17795351465323,4
18989,M631109936,15479350.0,8.0,97.0,4,2,2,0.0,67.17795351465323,1
18990,M631145326,4160840.0,20.0,47.0,4,1,1,0.0,50.766930271979845,3
18991,M631159539,186750.0,102.0,5.0,3,1,1,0.0,42.17795351465323,4
18992,M631274690,1337450.0,6.0,31.0,4,1,1,0.0,50.766930271979845,3
18993,M631280002,1109264.0,2.0,28.0,4,1,1,2.0,50.766930271979845,3
18994,M631299879,5992880.0,20.0,24.0,4,1,1,3.0,50.766930271979845,3
18995,M631464793,2663322.0,50.0,29.0,3,1,1,0.0,42.17795351465323,4
18996,M631522404,1825434.0,3.0,28.0,4,1,1,1.0,50.766930271979845,3
18997,M631658889,26740520.0,14.0,78.0,4,2,2,0.0,67.17795351465323,1
18998,M631698680,13699820.0,3.0,51.0,4,2,1,0.0,59.213159415457994,2
18999,M631767402,159338.0,41.0,4.0,3,1,1,1.0,42.17795351465323,4
19000,M631794171,2245200.0,15.0,29.0,4,1,1,0.0,50.766930271979845,3
19001,M631847438,16014780.0,3.0,94.0,4,2,2,0.0,67.17795351465323,1
19004,M631928392,1083550.0,3.0,17.0,4,1,1,0.0,50.766930271979845,3
19005,M631979787,8894230.0,4.0,45.0,4,1,1,1.0,50.766930271979845,3
19006,M632007129,290080.0,95.0,9.0,3,1,1,3.0,42.17795351465323,4
19007,M632049811,1236700.0,83.0,4.0,3,1,1,1.0,42.17795351465323,4
19008,M632078704,98000.0,234.0,1.0,1,1,1,0.0,25.0,4
19009,M632085486,1489737.0,7.0,27.0,4,1,1,0.0,50.766930271979845,3
19010,M632110238,343800.0,40.0,22.0,4,1,1,1.0,50.766930271979845,3
19011,M632110324,992800.0,9.0,6.0,4,1,1,1.0,50.766930271979845,3
19012,M632131800,940272.0,11.0,20.0,4,1,1,0.0,50.766930271979845,3
19014,M632179785,750199.0,2.0,56.0,4,2,1,2.0,59.213159415457994,2
19015,M632231757,283900.0,104.0,9.0,3,1,1,1.0,42.17795351465323,4
19016,M632344720,332350.0,18.0,58.0,4,2,1,0.0,59.213159415457994,2
19017,M632363148,3698880.0,51.0,39.0,3,1,1,1.0,42.17795351465323,4
19018,M632364618,21176970.0,2.0,65.0,4,2,2,0.0,67.17795351465323,1
19019,M632397919,3095800.0,15.0,24.0,4,1,1,1.0,50.766930271979845,3
19020,M632412603,780640.0,8.0,53.0,4,2,1,3.0,59.213159415457994,2
19021,M632412770,1649200.0,6.0,15.0,4,1,1,0.0,50.766930271979845,3
19022,M632421431,1221940.0,19.0,41.0,4,1,1,0.0,50.766930271979845,3
19023,M632433090,976218.0,70.0,18.0,3,1,1,0.0,42.17795351465323,4
19024,M632433493,38902043.0,2.0,177.0,4,3,2,0.0,75.62418265813139,1
19025,M632435714,1084108.0,3.0,52.0,4,2,1,0.0,59.213159415457994,2
19027,M632508218,12347838.0,1.0,142.0,4,3,1,0.0,67.65938855893616,1
19028,M632531783,241330.0,177.0,24.0,2,1,1,0.0,33.58897675732661,4
19029,M632548189,736600.0,15.0,38.0,4,1,1,0.0,50.766930271979845,3
19031,M632624291,1257080.0,8.0,37.0,4,1,1,0.0,50.766930271979845,3
19033,M632692697,70940.0,5.0,15.0,4,1,1,0.0,50.766930271979845,3
19034,M632725510,663796.0,7.0,29.0,4,1,1,0.0,50.766930271979845,3
19035,M632739803,3470370.0,5.0,82.0,4,2,1,0.0,59.213159415457994,2
19036,M632751826,119457490.0,1.0,208.0,4,3,3,1.0,83.58897675732662,1
19037,M632773888,1380479.0,41.0,52.0,3,2,1,1.0,50.62418265813138,3
19038,M632852923,8603694.0,27.0,30.0,4,1,1,3.0,50.766930271979845,3
19039,M632904203,165800.0,48.0,4.0,3,1,1,0.0,42.17795351465323,4
19040,M632928468,1336850.0,40.0,24.0,4,1,1,2.0,50.766930271979845,3
19041,M632983342,359400.0,363.0,1.0,1,1,1,0.0,25.0,4
19042,M632997134,1251990.0,28.0,20.0,4,1,1,0.0,50.766930271979845,3
19043,M633003486,1207504.0,2.0,28.0,4,1,1,0.0,50.766930271979845,3
19044,M633012325,3000.0,80.0,1.0,3,1,1,0.0,42.17795351465323,4
19045,M633012776,23272640.0,4.0,121.0,4,2,2,0.0,67.17795351465323,1
19046,M633062776,198400.0,252.0,1.0,1,1,1,0.0,25.0,4
19048,M633175149,478600.0,178.0,8.0,2,1,1,2.0,33.58897675732661,4
19049,M633189585,11900.0,143.0,2.0,2,1,1,3.0,33.58897675732661,4
19050,M633197331,512710.0,93.0,17.0,3,1,1,0.0,42.17795351465323,4
19051,M633215691,2821696.0,122.0,51.0,2,2,1,0.0,42.03520590080477,4
19052,M633229430,2333700.0,20.0,45.0,4,1,1,0.0,50.766930271979845,3
19053,M633245924,1566490.0,1.0,28.0,4,1,1,0.0,50.766930271979845,3
19054,M633282276,4521030.0,4.0,53.0,4,2,1,1.0,59.213159415457994,2
19055,M633301795,235000.0,36.0,5.0,4,1,1,0.0,50.766930271979845,3
19056,M633316383,1628270.0,46.0,22.0,3,1,1,0.0,42.17795351465323,4
19057,M633354604,1952200.0,2.0,73.0,4,2,1,0.0,59.213159415457994,2
19059,M633414180,4036300.0,2.0,49.0,4,1,1,0.0,50.766930271979845,3
19060,M633440369,53370.0,242.0,3.0,1,1,1,0.0,25.0,4
19061,M633476450,294183.0,1.0,11.0,4,1,1,0.0,50.766930271979845,3
19062,M633503360,159410.0,7.0,9.0,4,1,1,0.0,50.766930271979845,3
19063,M633504385,694020.0,89.0,16.0,3,1,1,0.0,42.17795351465323,4
19064,M633534988,1752270.0,10.0,32.0,4,1,1,0.0,50.766930271979845,3
19065,M633555038,698200.0,27.0,42.0,4,1,1,0.0,50.766930271979845,3
19067,M633563469,1865360.0,1.0,59.0,4,2,1,0.0,59.213159415457994,2
19068,M633567148,2657147.0,7.0,37.0,4,1,1,0.0,50.766930271979845,3
19069,M633577572,14687025.0,7.0,39.0,4,1,2,0.0,58.731724371175076,2
19070,M633585882,300000.0,131.0,1.0,2,1,1,1.0,33.58897675732661,4
19071,M633594748,2088800.0,4.0,121.0,4,2,1,0.0,59.213159415457994,2
19073,M633699032,8990970.0,2.0,221.0,4,3,1,0.0,67.65938855893616,1
19074,M633705417,158460.0,102.0,6.0,3,1,1,0.0,42.17795351465323,4
19075,M633706006,5359061.0,11.0,160.0,4,3,1,0.0,67.65938855893616,1
19076,M633727578,2634890.0,1.0,76.0,4,2,1,2.0,59.213159415457994,2
19077,M633748624,4065830.0,5.0,37.0,4,1,1,0.0,50.766930271979845,3
19078,M633773944,3739442.0,14.0,53.0,4,2,1,0.0,59.213159415457994,2
19079,M633783407,45000.0,163.0,1.0,2,1,1,1.0,33.58897675732661,4
19081,M633825595,369110.0,12.0,17.0,4,1,1,0.0,50.766930271979845,3
19082,M633887581,3264200.0,27.0,46.0,4,1,1,0.0,50.766930271979845,3
19083,M633922892,6739684.0,11.0,76.0,4,2,1,2.0,59.213159415457994,2
19085,M634041591,68300.0,3.0,4.0,4,1,1,0.0,50.766930271979845,3
19086,M634052713,1998915.0,3.0,69.0,4,2,1,0.0,59.213159415457994,2
19087,M634059440,624229.0,1.0,47.0,4,1,1,1.0,50.766930271979845,3
19088,M634090523,13318997.0,2.0,215.0,4,3,1,0.0,67.65938855893616,1
19089,M634091600,6500.0,127.0,2.0,2,1,1,1.0,33.58897675732661,4
19090,M634123739,561760.0,63.0,20.0,3,1,1,0.0,42.17795351465323,4
19091,M634310938,560700.0,25.0,10.0,4,1,1,1.0,50.766930271979845,3
19092,M634316053,763390.0,2.0,24.0,4,1,1,1.0,50.766930271979845,3
19093,M634321815,797640.0,35.0,31.0,4,1,1,0.0,50.766930271979845,3
19094,M634333361,2176710.0,14.0,70.0,4,2,1,0.0,59.213159415457994,2
19095,M634395364,268300.0,275.0,1.0,1,1,1,3.0,25.0,4
19096,M634396668,4206010.0,3.0,25.0,4,1,1,1.0,50.766930271979845,3
19097,M634421590,1892240.0,12.0,20.0,4,1,1,0.0,50.766930271979845,3
19098,M634422953,58400.0,350.0,2.0,1,1,1,0.0,25.0,4
19099,M634439454,388500.0,49.0,6.0,3,1,1,1.0,42.17795351465323,4
19100,M634460608,741900.0,1.0,22.0,4,1,1,2.0,50.766930271979845,3
19101,M634598132,173810.0,57.0,24.0,3,1,1,0.0,42.17795351465323,4
19102,M634629308,3587911.0,5.0,135.0,4,3,1,0.0,67.65938855893616,1
19103,M634675493,417200.0,13.0,16.0,4,1,1,0.0,50.766930271979845,3
19104,M634692832,12591940.0,14.0,19.0,4,1,1,0.0,50.766930271979845,3
19105,M634719173,7000.0,30.0,1.0,4,1,1,2.0,50.766930271979845,3
19107,M634774019,2996610.0,14.0,25.0,4,1,1,0.0,50.766930271979845,3
19108,M634848835,4795892.0,5.0,60.0,4,2,1,0.0,59.213159415457994,2
19110,M634882745,103452620.0,38.0,35.0,4,1,3,0.0,66.69651847037031,1
19111,M634888473,594910.0,35.0,5.0,4,1,1,0.0,50.766930271979845,3
19112,M634890961,6682262.0,9.0,36.0,4,1,1,1.0,50.766930271979845,3
19113,M634928607,16000.0,210.0,1.0,2,1,1,0.0,33.58897675732661,4
19114,M634936368,941030.0,6.0,37.0,4,1,1,0.0,50.766930271979845,3
19115,M634938834,7005870.0,12.0,94.0,4,2,1,3.0,59.213159415457994,2
19116,M634944768,164700.0,206.0,2.0,2,1,1,0.0,33.58897675732661,4
19117,M634958085,3313817.0,11.0,26.0,4,1,1,0.0,50.766930271979845,3
19118,M634978112,94200.0,7.0,7.0,4,1,1,0.0,50.766930271979845,3
19119,M634979952,1118616.0,12.0,47.0,4,1,1,0.0,50.766930271979845,3
19120,M635131678,3009460.0,13.0,58.0,4,2,1,3.0,59.213159415457994,2
19121,M635153594,11612760.0,2.0,158.0,4,3,1,2.0,67.65938855893616,1
19122,M635206124,12425310.0,25.0,67.0,4,2,1,1.0,59.213159415457994,2
19123,M635243433,6151590.0,85.0,34.0,3,1,1,2.0,42.17795351465323,4
19124,M635264795,2433222.0,2.0,78.0,4,2,1,0.0,59.213159415457994,2
19125,M635271186,8120180.0,1.0,151.0,4,3,1,0.0,67.65938855893616,1
19126,M635290204,2346690.0,7.0,30.0,4,1,1,0.0,50.766930271979845,3
19127,M635305944,701956.0,7.0,23.0,4,1,1,1.0,50.766930271979845,3
19128,M635324938,2806889.0,6.0,47.0,4,1,1,0.0,50.766930271979845,3
19129,M635376828,1211970.0,7.0,41.0,4,1,1,0.0,50.766930271979845,3
19130,M635406367,1972426.0,7.0,52.0,4,2,1,0.0,59.213159415457994,2
19131,M635415470,249450.0,124.0,3.0,2,1,1,0.0,33.58897675732661,4
19132,M635421520,2946910.0,7.0,27.0,4,1,1,0.0,50.766930271979845,3
19133,M635534609,17682341.0,38.0,34.0,4,1,2,0.0,58.731724371175076,2
19134,M635565891,5686676.0,5.0,96.0,4,2,1,2.0,59.213159415457994,2
19135,M635586261,1996009.0,43.0,31.0,3,1,1,0.0,42.17795351465323,4
19136,M635599970,480309.0,84.0,29.0,3,1,1,0.0,42.17795351465323,4
19137,M635678095,755220.0,41.0,7.0,3,1,1,0.0,42.17795351465323,4
19138,M635689840,797500.0,51.0,28.0,3,1,1,0.0,42.17795351465323,4
19139,M635693960,553310.0,33.0,108.0,4,2,1,1.0,59.213159415457994,2
19140,M635762440,384900.0,137.0,5.0,2,1,1,0.0,33.58897675732661,4
19141,M635793966,1248410.0,14.0,29.0,4,1,1,1.0,50.766930271979845,3
19142,M635801330,2773308.0,14.0,42.0,4,1,1,2.0,50.766930271979845,3
19143,M635823094,675650.0,336.0,4.0,1,1,1,0.0,25.0,4
19145,M635903271,1255960.0,3.0,48.0,4,1,1,0.0,50.766930271979845,3
19146,M635909853,11900.0,27.0,1.0,4,1,1,0.0,50.766930271979845,3
19147,M635989487,88350.0,31.0,5.0,4,1,1,0.0,50.766930271979845,3
19148,M636005610,360830.0,12.0,6.0,4,1,1,1.0,50.766930271979845,3
19149,M636016899,2034898.0,226.0,25.0,2,1,1,0.0,33.58897675732661,4
19150,M636027593,1285760.0,8.0,28.0,4,1,1,0.0,50.766930271979845,3
19152,M636067182,2907510.0,100.0,48.0,3,1,1,0.0,42.17795351465323,4
19153,M636104608,2039050.0,2.0,49.0,4,1,1,0.0,50.766930271979845,3
19154,M636169640,1891618.0,20.0,40.0,4,1,1,0.0,50.766930271979845,3
19155,M636195590,2642320.0,4.0,104.0,4,2,1,0.0,59.213159415457994,2
19156,M636223939,90580.0,81.0,5.0,3,1,1,1.0,42.17795351465323,4
19157,M636288547,73355870.0,4.0,105.0,4,2,3,0.0,75.14274761384846,1
19158,M636312774,3562848.0,3.0,59.0,4,2,1,0.0,59.213159415457994,2
19159,M636384236,885516.0,14.0,17.0,4,1,1,0.0,50.766930271979845,3
19160,M636389360,1497246.0,9.0,30.0,4,1,1,1.0,50.766930271979845,3
19161,M636431111,1127244.0,46.0,20.0,3,1,1,2.0,42.17795351465323,4
19162,M636468455,1233700.0,60.0,10.0,3,1,1,0.0,42.17795351465323,4
19163,M636532857,349970.0,11.0,19.0,4,1,1,0.0,50.766930271979845,3
19164,M636549294,316330.0,235.0,7.0,1,1,1,0.0,25.0,4
19165,M636566798,6725980.0,17.0,109.0,4,2,1,0.0,59.213159415457994,2
19166,M636575856,572259.0,45.0,15.0,3,1,1,0.0,42.17795351465323,4
19167,M636585066,8500.0,64.0,1.0,3,1,1,0.0,42.17795351465323,4
19168,M636604839,4351990.0,2.0,29.0,4,1,1,0.0,50.766930271979845,3
19170,M636710960,4710300.0,1.0,250.0,4,3,1,1.0,67.65938855893616,1
19171,M636732097,2668804.0,1.0,73.0,4,2,1,0.0,59.213159415457994,2
19173,M636745881,11328210.0,8.0,88.0,4,2,1,0.0,59.213159415457994,2
19174,M636795575,3030892.0,3.0,80.0,4,2,1,0.0,59.213159415457994,2
19176,M636889915,339140.0,1.0,62.0,4,2,1,3.0,59.213159415457994,2
19177,M636950724,34900.0,259.0,1.0,1,1,1,0.0,25.0,4
19178,M636951031,1845870.0,3.0,17.0,4,1,1,0.0,50.766930271979845,3
19179,M636964443,872850.0,158.0,15.0,2,1,1,0.0,33.58897675732661,4
19180,M637002551,1413363.0,1.0,91.0,4,2,1,0.0,59.213159415457994,2
19181,M637011856,5185532.0,2.0,95.0,4,2,1,0.0,59.213159415457994,2
19182,M637129968,436080.0,217.0,21.0,2,1,1,0.0,33.58897675732661,4
19183,M637139074,14178990.0,8.0,66.0,4,2,1,0.0,59.213159415457994,2
19184,M637146032,27030.0,283.0,3.0,1,1,1,0.0,25.0,4
19185,M637156965,3595099.0,6.0,166.0,4,3,1,2.0,67.65938855893616,1
19186,M637241074,397630.0,197.0,3.0,2,1,1,1.0,33.58897675732661,4
19187,M637265077,350875.0,2.0,16.0,4,1,1,0.0,50.766930271979845,3
19188,M637267517,1399839.0,10.0,42.0,4,1,1,0.0,50.766930271979845,3
19189,M637281330,2756800.0,47.0,20.0,3,1,1,0.0,42.17795351465323,4
19190,M637314231,482920.0,38.0,17.0,4,1,1,0.0,50.766930271979845,3
19191,M637333470,7135790.0,3.0,45.0,4,1,1,0.0,50.766930271979845,3
19192,M637367741,1632900.0,26.0,20.0,4,1,1,0.0,50.766930271979845,3
19193,M637374444,1196890.0,7.0,43.0,4,1,1,2.0,50.766930271979845,3
19194,M637406461,3856696.0,9.0,118.0,4,2,1,0.0,59.213159415457994,2
19196,M637556846,2895320.0,1.0,32.0,4,1,1,2.0,50.766930271979845,3
19197,M637703037,2932204.0,1.0,35.0,4,1,1,0.0,50.766930271979845,3
19198,M637707302,3645300.0,40.0,22.0,4,1,1,1.0,50.766930271979845,3
19199,M637767811,3886708.0,42.0,40.0,3,1,1,0.0,42.17795351465323,4
19200,M637792299,477756.0,46.0,5.0,3,1,1,0.0,42.17795351465323,4
19201,M637807940,651630.0,2.0,38.0,4,1,1,0.0,50.766930271979845,3
19202,M637847649,2723800.0,11.0,23.0,4,1,1,0.0,50.766930271979845,3
19203,M637868601,574080.0,7.0,20.0,4,1,1,0.0,50.766930271979845,3
19204,M637888241,2508800.0,77.0,31.0,3,1,1,0.0,42.17795351465323,4
19205,M637900086,1034500.0,40.0,9.0,4,1,1,0.0,50.766930271979845,3
19206,M637909775,4278660.0,69.0,74.0,3,2,1,0.0,50.62418265813138,3
19207,M637926974,2540863.0,1.0,86.0,4,2,1,0.0,59.213159415457994,2
19208,M637988259,1068340.0,256.0,3.0,1,1,1,0.0,25.0,4
19209,M638034260,18300286.0,5.0,102.0,4,2,2,0.0,67.17795351465323,1
19210,M638145258,1534110.0,14.0,19.0,4,1,1,0.0,50.766930271979845,3
19211,M638149417,76672786.0,4.0,190.0,4,3,3,0.0,83.58897675732662,1
19212,M638219379,5318630.0,6.0,33.0,4,1,1,0.0,50.766930271979845,3
19213,M638296809,4507291.0,1.0,86.0,4,2,1,0.0,59.213159415457994,2
19214,M638396864,1206000.0,351.0,3.0,1,1,1,0.0,25.0,4
19215,M638411141,137990.0,25.0,3.0,4,1,1,2.0,50.766930271979845,3
19216,M638458251,3687368.0,3.0,89.0,4,2,1,0.0,59.213159415457994,2
19217,M638549239,2817500.0,28.0,16.0,4,1,1,0.0,50.766930271979845,3
19218,M638610700,1730327.0,1.0,241.0,4,3,1,0.0,67.65938855893616,1
19219,M638623920,21911480.0,1.0,123.0,4,2,2,0.0,67.17795351465323,1
19220,M638678994,4737844.0,1.0,68.0,4,2,1,3.0,59.213159415457994,2
19221,M638733010,78450.0,58.0,5.0,3,1,1,1.0,42.17795351465323,4
19222,M638787720,258000.0,259.0,2.0,1,1,1,1.0,25.0,4
19224,M638862700,219973.0,4.0,22.0,4,1,1,0.0,50.766930271979845,3
19225,M638939566,206000.0,184.0,59.0,2,2,1,0.0,42.03520590080477,4
19226,M639001391,4563300.0,13.0,64.0,4,2,1,3.0,59.213159415457994,2
19227,M639083813,2974387.0,4.0,42.0,4,1,1,1.0,50.766930271979845,3
19229,M639208999,576410.0,10.0,18.0,4,1,1,0.0,50.766930271979845,3
19230,M639219790,8316920.0,1.0,62.0,4,2,1,2.0,59.213159415457994,2
19231,M639336729,493880.0,39.0,25.0,4,1,1,0.0,50.766930271979845,3
19232,M639342023,787220.0,101.0,9.0,3,1,1,0.0,42.17795351465323,4
19233,M639373088,1850240.0,9.0,20.0,4,1,1,0.0,50.766930271979845,3
19234,M639408028,1737550.0,7.0,31.0,4,1,1,2.0,50.766930271979845,3
19235,M639456985,1062530.0,29.0,26.0,4,1,1,0.0,50.766930271979845,3
19236,M639495464,3987250.0,5.0,14.0,4,1,1,3.0,50.766930271979845,3
19237,M639502680,3020119.0,13.0,50.0,4,1,1,2.0,50.766930271979845,3
19238,M639533348,1029600.0,41.0,21.0,3,1,1,0.0,42.17795351465323,4
19239,M639541030,990590.0,19.0,39.0,4,1,1,2.0,50.766930271979845,3
19240,M639582830,17593040.0,8.0,54.0,4,2,2,3.0,67.17795351465323,1
19241,M639594961,4036450.0,2.0,79.0,4,2,1,1.0,59.213159415457994,2
19242,M639610559,4963670.0,2.0,74.0,4,2,1,0.0,59.213159415457994,2
19243,M639615704,2382550.0,34.0,63.0,4,2,1,2.0,59.213159415457994,2
19245,M639650785,728520.0,20.0,27.0,4,1,1,1.0,50.766930271979845,3
19246,M639669228,759630.0,143.0,15.0,2,1,1,0.0,33.58897675732661,4
19247,M639791010,7363910.0,1.0,31.0,4,1,1,0.0,50.766930271979845,3
19248,M639846798,1420290.0,35.0,28.0,4,1,1,0.0,50.766930271979845,3
19249,M639855191,569490.0,2.0,41.0,4,1,1,0.0,50.766930271979845,3
19250,M639860304,9019379.0,6.0,107.0,4,2,1,0.0,59.213159415457994,2
19251,M639899498,11693738.0,7.0,106.0,4,2,1,0.0,59.213159415457994,2
19252,M639909786,7907480.0,1.0,77.0,4,2,1,0.0,59.213159415457994,2
19253,M639915304,111600.0,12.0,4.0,4,1,1,0.0,50.766930271979845,3
19254,M639917276,153820.0,256.0,1.0,1,1,1,0.0,25.0,4
19255,M639920438,5197608.0,13.0,89.0,4,2,1,1.0,59.213159415457994,2
19256,M640042430,54434.0,213.0,4.0,2,1,1,2.0,33.58897675732661,4
19257,M640067054,202060.0,9.0,20.0,4,1,1,0.0,50.766930271979845,3
19258,M640148330,1199982.0,1.0,80.0,4,2,1,0.0,59.213159415457994,2
19259,M640194123,1935070.0,14.0,27.0,4,1,1,1.0,50.766930271979845,3
19261,M640235208,13842562.0,1.0,161.0,4,3,1,1.0,67.65938855893616,1
19262,M640239520,1310114.0,48.0,30.0,3,1,1,2.0,42.17795351465323,4
19263,M640369370,2182131.0,6.0,56.0,4,2,1,0.0,59.213159415457994,2
19264,M640379760,3387977.0,3.0,98.0,4,2,1,1.0,59.213159415457994,2
19265,M640393594,2118510.0,54.0,17.0,3,1,1,0.0,42.17795351465323,4
19266,M640410586,178000.0,68.0,1.0,3,1,1,0.0,42.17795351465323,4
19267,M640424961,110240.0,26.0,8.0,4,1,1,0.0,50.766930271979845,3
19269,M640460087,5503777.0,4.0,117.0,4,2,1,0.0,59.213159415457994,2
19270,M640471920,1170320.0,18.0,71.0,4,2,1,1.0,59.213159415457994,2
19271,M640477712,21637270.0,230.0,61.0,1,2,2,0.0,41.41102324267338,4
19272,M640487542,311940.0,4.0,18.0,4,1,1,0.0,50.766930271979845,3
19273,M640531391,4563500.0,9.0,54.0,4,2,1,0.0,59.213159415457994,2
19274,M640606080,2212460.0,19.0,31.0,4,1,1,1.0,50.766930271979845,3
19275,M640652483,846950.0,2.0,32.0,4,1,1,2.0,50.766930271979845,3
19276,M640653493,10450560.0,5.0,58.0,4,2,1,0.0,59.213159415457994,2
19278,M640726826,235380.0,168.0,3.0,2,1,1,0.0,33.58897675732661,4
19280,M640741935,1478300.0,68.0,19.0,3,1,1,0.0,42.17795351465323,4
19281,M640771507,1829800.0,69.0,15.0,3,1,1,1.0,42.17795351465323,4
19282,M640774641,3288630.0,12.0,17.0,4,1,1,0.0,50.766930271979845,3
19283,M640798140,44600.0,350.0,1.0,1,1,1,0.0,25.0,4
19286,M640882600,2805540.0,6.0,56.0,4,2,1,0.0,59.213159415457994,2
19287,M640971378,72200.0,191.0,3.0,2,1,1,0.0,33.58897675732661,4
19288,M640994534,2773037.0,4.0,93.0,4,2,1,1.0,59.213159415457994,2
19289,M641015398,53000.0,325.0,1.0,1,1,1,1.0,25.0,4
19291,M641081873,6801810.0,3.0,183.0,4,3,1,0.0,67.65938855893616,1
19292,M641092480,230500.0,70.0,27.0,3,1,1,0.0,42.17795351465323,4
19293,M641126536,1743118.0,15.0,25.0,4,1,1,2.0,50.766930271979845,3
19294,M641156531,3662690.0,6.0,56.0,4,2,1,1.0,59.213159415457994,2
19295,M641186030,4077896.0,8.0,130.0,4,2,1,0.0,59.213159415457994,2
19297,M641274652,9275802.0,60.0,20.0,3,1,1,0.0,42.17795351465323,4
19298,M641357290,1095800.0,56.0,16.0,3,1,1,0.0,42.17795351465323,4
19299,M641383384,162710.0,326.0,4.0,1,1,1,0.0,25.0,4
19300,M641421632,3498703.0,16.0,42.0,4,1,1,0.0,50.766930271979845,3
19302,M641437436,98740.0,45.0,5.0,3,1,1,0.0,42.17795351465323,4
19303,M641483301,8981410.0,1.0,177.0,4,3,1,0.0,67.65938855893616,1
