,cust,male,ages,zon_hlv,most_common_visiting,max_buy_am,most_common_time,Lpay_user,twice_product
16363,M605469087,0,50,Z10,Z10,249000.0,13,0,13
16364,M605476637,0,50,Z17,Z17,30000.0,17,0,2
16365,M605538698,0,40,Z11,Z11,190000.0,19,0,42
16366,M605545510,0,40,Z17,Z17,2590000.0,22,1,44
16367,M605561315,0,40,Z14,Z14,160300.0,14,0,2
16368,M605570999,0,20,Z11,Z11,521500.0,12,0,14
16369,M605652855,0,20,Z17,Z17,697200.0,21,0,50
16370,M605678543,0,30,Z04,Z17,149500.0,18,1,14
16371,M605696206,1,30,Z05,Z17,22600.0,15,0,37
16372,M605714148,0,30,Z10,[],14500.0,22,0,0
16373,M605718097,0,50,Z17,Z17,14700.0,18,0,25
16374,M605720584,1,20,Z11,Z17,69000.0,19,0,1
16375,M605720767,0,40,Z15,Z10,100000.0,12,0,183
16376,M605745150,1,50,Z09,Z17,49900.0,18,0,91
16377,M605779520,1,50,Z17,Z17,52000.0,11,0,44
16378,M605807407,0,30,Z17,Z17,5000.0,19,0,0
16379,M605847840,0,30,Z15,Z15,676000.0,19,1,24
16380,M605905595,0,60,Z05,Z05,447000.0,13,0,6
16381,M605980142,1,40,Z16,Z16,139000.0,22,0,15
16382,M605986601,1,20,Z08,Z08,36330.0,14,0,17
16383,M606044421,1,40,Z17,Z17,48950.0,16,1,57
16384,M606134776,0,30,Z10,Z17,19900.0,16,0,0
16385,M606155696,1,30,Z12,Z12,281100.0,18,1,31
16386,M606184089,0,40,Z16,Z16,140800.0,[14 16],1,8
16387,M606203092,1,30,Z17,Z17,6290000.0,19,1,30
16388,M606248486,0,30,Z10,Z10,160400.0,14,0,23
16389,M606274389,1,30,Z11,Z11,29500.0,11,0,13
16390,M606314920,0,40,Z10,[],55300.0,[ 2 16],1,0
16391,M606468457,0,50,Z12,Z16,465000.0,17,0,38
16392,M606529482,0,30,Z15,Z15,260600.0,15,0,21
16393,M606535360,0,40,Z04,Z04,520000.0,19,0,4
16394,M606551898,1,40,Z11,Z11,4500.0,19,0,1
16395,M606611428,0,20,Z08,Z08,219000.0,22,0,66
16396,M606611711,1,40,Z10,Z10,2070000.0,23,1,25
16397,M606665969,0,40,Z10,Z10,1596000.0,15,0,14
16398,M606681963,1,50,Z10,Z10,317370.0,18,0,16
16399,M606698482,0,30,Z10,Z10,145400.0,19,0,17
16400,M606736812,0,40,Z10,Z10,370300.0,18,0,58
16401,M606785766,0,70,Z14,Z14,724000.0,12,0,10
16402,M606825060,1,40,Z17,Z17,9000.0,11,0,12
16403,M606832039,1,50,Z10,Z10,369000.0,17,1,20
16404,M606838993,0,50,Z17,Z17,1980000.0,17,1,20
16405,M606842083,0,20,Z08,Z08,43200.0,21,0,1
16406,M606899441,1,40,Z16,Z16,159000.0,19,0,40
16407,M606958140,0,20,Z17,Z17,1037000.0,19,1,39
16408,M607003653,0,20,Z10,[],75000.0,17,0,0
16409,M607010958,0,50,Z17,Z17,1630000.0,19,1,43
16410,M607076588,1,50,Z10,Z04,39800.0,21,0,51
16411,M607145789,1,40,Z17,Z17,99000.0,15,1,8
16412,M607203471,0,50,Z11,Z11,630000.0,20,0,19
16413,M607217653,1,50,Z17,Z17,158000.0,19,0,21
16414,M607249053,0,40,Z10,Z10,128000.0,12,1,50
16415,M607255363,0,40,Z10,Z17,563970.0,14,1,1
16416,M607279514,0,40,Z10,Z10,54900.0,14,1,45
16417,M607490180,0,30,Z10,Z10,1109000.0,15,0,8
16418,M607497872,0,20,Z14,Z14,570000.0,16,0,2
16419,M607515322,0,30,Z17,Z17,240000.0,12,1,22
16420,M607579337,0,30,Z17,[],57000.0,9,1,1
16421,M607608456,0,50,Z17,Z17,740000.0,16,0,33
16422,M607611190,0,50,Z10,[],37900.0,14,0,0
16423,M607638308,0,30,Z17,Z17,301650.0,12,1,10
16424,M607643503,0,40,Z17,Z17,133500.0,16,1,80
16425,M607661537,0,50,Z17,Z17,299000.0,10,0,4
16426,M607678435,1,40,Z08,Z08,215000.0,11,0,21
16427,M607736154,0,30,Z17,Z17,500000.0,20,0,35
16428,M607805273,0,50,Z10,Z10,120000.0,11,0,0
16429,M607831112,0,40,Z16,Z16,9900.0,20,0,17
16430,M607867726,0,40,Z15,Z15,73500.0,[ 9 19],0,0
16431,M607906812,0,20,Z03,Z17,1156840.0,14,0,5
16432,M607911961,1,30,Z04,Z05,519790.0,20,1,11
16433,M607976656,1,40,Z17,Z17,348500.0,14,1,75
16434,M607982958,0,30,Z17,Z17,200070.0,14,1,48
16435,M608091848,0,40,Z10,Z10,76800.0,21,0,98
16436,M608100348,0,20,Z06,Z06,5400.0,23,0,1
16437,M608175101,1,40,Z17,Z17,2200000.0,12,1,17
16438,M608196535,1,40,Z03,[],546500.0,17,1,20
16439,M608227587,1,20,Z17,[],313900.0,9,0,3
16440,M608249521,0,40,Z12,[],39900.0,[10 11],0,0
16441,M608298710,0,40,Z05,Z11,247400.0,18,0,58
16442,M608356014,0,30,Z12,Z12,14900.0,10,1,26
16443,M608364044,0,30,Z17,Z17,2570000.0,21,0,22
16444,M608379957,0,30,Z05,Z05,1997000.0,13,0,0
16445,M608381102,0,30,Z17,Z16,340000.0,17,0,10
16446,M608382075,1,40,Z03,Z03,25900.0,17,0,0
16447,M608400586,0,40,Z04,Z10,400000.0,21,1,58
16448,M608401804,0,40,Z17,Z10,119800.0,[15 16 22],0,0
16449,M608467902,0,40,Z17,Z10,60000.0,16,0,3
16450,M608478392,1,60,Z17,Z17,160000.0,12,1,4
16451,M608548655,0,40,Z17,Z17,49900.0,14,1,21
16452,M608609445,1,30,Z10,Z10,82700.0,16,0,12
16453,M608639883,1,40,Z11,Z11,4480000.0,18,0,10
16454,M608643689,0,20,Z17,Z17,70000.0,[15 17],0,6
16455,M608681584,0,40,Z16,Z16,1329000.0,19,0,21
16456,M608690548,1,20,Z16,Z16,119000.0,15,1,8
16457,M608717857,0,30,Z17,Z17,110000.0,16,0,10
16458,M608787467,0,50,Z16,Z16,214200.0,19,1,80
16459,M608867324,0,20,Z11,Z11,461300.0,14,0,4
16460,M608881711,0,50,Z16,Z11,161400.0,15,0,16
16461,M608915130,1,20,Z10,Z10,418600.0,16,0,4
16462,M608941019,0,60,Z10,Z10,732000.0,15,0,4
16463,M608950671,0,50,Z03,Z03,143000.0,18,1,10
16464,M608971643,1,20,Z06,Z06,16000.0,17,0,13
16465,M609019089,0,40,Z17,Z17,120000.0,17,1,51
16466,M609034515,0,50,Z11,Z11,229500.0,13,0,19
16467,M609094759,0,40,Z16,Z16,764000.0,11,1,6
16468,M609102973,0,40,Z11,Z11,71400.0,11,1,74
16469,M609177253,0,30,Z17,Z10,3290000.0,16,0,7
16470,M609244333,0,30,Z17,Z17,258000.0,16,1,27
16471,M609251336,0,30,Z10,Z10,500000.0,20,1,80
16472,M609262587,1,40,Z12,Z12,10000.0,8,0,8
16473,M609376820,0,50,Z10,Z14,211650.0,21,0,0
16474,M609419784,0,40,Z11,Z11,115200.0,18,0,55
16475,M609491987,1,30,Z04,Z10,194600.0,[13 14 16],0,10
16476,M609503199,1,40,Z11,[],68000.0,14,0,0
16477,M609507494,0,40,Z10,Z10,459000.0,15,1,12
16478,M609624720,1,60,Z09,Z09,45000.0,15,0,2
16479,M609674516,0,30,Z10,Z17,29960.0,20,0,0
16480,M609682379,0,20,Z10,Z17,5810000.0,14,1,46
16481,M609714363,0,50,Z17,Z17,375000.0,13,0,2
16482,M609799705,0,40,Z16,Z16,2230000.0,12,1,19
16483,M609819971,0,40,Z06,Z06,172300.0,20,0,7
16484,M609879168,0,30,Z04,Z04,509000.0,16,1,63
16485,M609879754,0,40,Z17,Z17,35000.0,17,0,20
16486,M609897058,1,50,Z08,Z08,7980.0,20,0,6
16487,M609967138,0,40,Z17,Z17,45800.0,15,0,11
16488,M609991204,0,20,Z05,[],65900.0,17,0,0
16489,M610021841,0,50,Z10,Z10,14980.0,17,0,4
16490,M610150916,1,60,Z16,Z16,25900.0,20,1,78
16491,M610221658,0,30,Z17,['Z10' 'Z17'],740000.0,[18 19],0,1
16492,M610267017,0,30,Z06,Z13,279600.0,17,0,39
16493,M610316934,1,30,Z11,Z11,179900.0,16,0,22
16494,M610384894,0,60,Z10,Z10,2950000.0,17,0,11
16495,M610399864,1,20,Z17,Z17,88000.0,[ 0 12 20 23],0,0
16496,M610430690,0,40,Z17,Z10,1035000.0,[11 19 20],0,2
16497,M610628874,0,50,Z17,Z17,79000.0,13,0,0
16498,M610629507,0,50,Z10,Z10,280000.0,18,0,113
16499,M610673889,0,30,Z17,Z17,1093000.0,12,1,39
16500,M610777646,1,40,Z05,Z05,79900.0,21,1,70
16501,M610787834,1,40,Z10,Z10,309600.0,[15 16],0,13
16502,M610797392,1,50,Z17,Z17,1087600.0,15,0,18
16503,M610856611,1,20,Z17,Z17,12400.0,14,0,11
16504,M610857811,0,60,Z17,Z17,39800.0,11,0,9
16505,M610876726,0,50,Z16,Z16,24500.0,20,0,7
16506,M610877254,0,60,Z09,Z09,26100.0,14,0,1
16507,M610884729,1,20,Z17,Z17,119000.0,15,1,12
16508,M610998560,1,40,Z04,Z04,29800.0,17,0,21
16509,M611002062,0,40,Z12,Z14,215400.0,15,0,17
16510,M611002202,0,40,Z09,Z09,30650.0,17,0,31
16511,M611108689,0,40,Z08,Z08,250600.0,14,1,136
16512,M611142784,0,50,Z10,Z10,58000.0,17,0,2
16513,M611231289,1,50,Z14,Z14,25500.0,13,0,0
16514,M611301251,0,50,Z16,Z16,724000.0,18,0,10
16515,M611338529,0,30,Z10,Z10,285000.0,19,1,43
16516,M611378908,1,40,Z16,Z16,556000.0,17,1,35
16517,M611441552,0,40,Z06,Z17,445000.0,11,0,40
16518,M611498201,0,20,Z09,Z09,399000.0,[17 18],0,0
16519,M611519001,0,50,Z04,Z04,5000.0,21,0,1
16520,M611568760,1,60,Z10,Z10,59000.0,[11 14],0,1
16521,M611591079,0,20,Z01,Z01,199000.0,[ 6  8 17 18 20],0,2
16522,M611613552,0,60,Z16,Z16,219000.0,15,0,14
16523,M611618532,0,40,Z10,Z10,170000.0,15,0,6
16524,M611618856,0,40,Z11,Z11,241050.0,[17 18],1,25
16525,M611702105,0,60,Z17,Z17,303000.0,[12 17],0,14
16526,M611722173,0,40,Z10,Z17,763000.0,16,1,48
16527,M611751344,1,30,Z10,Z10,360000.0,[11 20],0,47
16528,M611754027,0,30,Z10,Z17,438000.0,13,1,10
16529,M611786182,1,70,Z12,Z12,236000.0,12,0,3
16530,M611788735,0,30,Z12,Z14,172500.0,17,0,6
16531,M611818020,0,30,Z06,Z06,278000.0,13,0,65
16532,M611839028,1,30,Z10,Z10,294000.0,19,1,24
16533,M611887217,1,30,Z17,[],139000.0,17,1,15
16534,M611917351,1,60,Z09,Z09,57800.0,20,0,9
16535,M611996936,1,50,Z10,Z10,320000.0,17,0,129
16536,M612048248,0,40,Z17,Z04,584000.0,23,0,1
16537,M612064940,1,40,Z09,Z09,219000.0,17,0,1
16538,M612107134,0,40,Z17,Z17,1830000.0,11,1,8
16539,M612112783,1,40,Z17,Z17,48380000.0,11,0,27
16540,M612128464,1,30,Z17,Z17,51700.0,18,0,9
16541,M612159311,1,40,Z10,Z10,175500.0,15,0,17
16542,M612161742,0,40,Z06,Z06,1084000.0,21,0,54
16543,M612175364,1,40,Z08,Z08,498000.0,21,1,26
16544,M612269056,1,40,Z16,Z16,531000.0,17,0,9
16545,M612283965,0,50,Z17,Z17,45000.0,6,0,17
16546,M612322967,0,20,Z17,Z17,599600.0,18,1,75
16547,M612356321,0,40,Z10,Z10,17900.0,19,0,94
16548,M612372395,0,50,Z10,Z10,408000.0,16,0,35
16549,M612524578,0,40,Z06,Z06,129000.0,13,1,9
16550,M612542888,1,30,Z17,Z10,286000.0,21,1,40
16551,M612548007,0,40,Z13,Z13,1690000.0,12,1,19
16552,M612577356,0,50,Z08,Z08,13500.0,21,0,1
16553,M612619548,1,60,Z13,['Z11' 'Z13'],135150.0,19,0,1
16554,M612762000,1,30,Z12,Z12,7500.0,8,0,1
16555,M612846086,1,30,Z16,Z16,50000.0,17,1,7
16556,M612852532,0,50,Z17,Z17,11168400.0,[12 13 15],0,3
16557,M612909593,0,60,Z07,Z07,420000.0,14,0,24
16558,M612911703,1,30,Z10,Z10,380000.0,[0 1],0,2
16559,M612942555,0,50,Z04,Z17,450000.0,16,0,82
16560,M612965742,0,40,Z17,Z17,110000.0,13,0,3
16561,M613031950,0,40,Z16,Z16,126400.0,19,1,42
16562,M613035564,0,40,Z10,Z10,180000.0,17,1,148
16563,M613064835,1,40,Z11,Z11,1750000.0,12,0,6
16564,M613092092,0,50,Z17,Z17,77900.0,16,0,77
16565,M613150905,1,40,Z10,Z10,49480.0,13,0,2
16566,M613267292,0,50,Z11,Z11,1224000.0,16,0,44
16567,M613382632,1,40,Z11,Z16,28900.0,11,1,21
16568,M613506142,1,70,Z16,Z16,39800.0,12,0,0
16569,M613512085,1,20,Z16,Z16,499800.0,13,0,16
16570,M613512931,1,40,Z06,Z06,79600.0,19,0,3
16571,M613543522,0,30,Z17,Z17,34600.0,11,0,71
16572,M613557531,0,30,Z17,Z17,1080000.0,13,1,15
16573,M613559846,0,20,Z16,Z16,107100.0,12,0,3
16574,M613576452,1,60,Z10,[],45000.0,9,0,0
16575,M613585889,1,50,Z11,Z16,10000.0,18,0,0
16576,M613636647,0,30,Z03,Z03,2000000.0,15,1,79
16577,M613714334,1,20,Z12,Z12,166400.0,[ 8 18 22],0,7
16578,M613716868,0,30,Z11,Z11,265300.0,15,1,8
16579,M613800786,1,30,Z17,Z14,39000.0,13,0,1
16580,M613805256,0,20,Z17,Z17,338800.0,19,0,7
16581,M613840217,0,60,Z17,Z17,21900.0,15,0,50
16582,M613960223,1,20,Z15,Z15,40000.0,20,1,15
16583,M614023415,0,20,Z10,Z10,39000.0,18,0,15
16584,M614026381,0,40,Z16,Z17,389000.0,13,1,40
16585,M614042802,0,30,Z16,Z16,189000.0,20,0,9
16586,M614062136,0,50,Z16,Z16,135000.0,13,0,0
16587,M614062555,0,40,Z17,Z17,269000.0,18,1,140
16588,M614080120,0,60,Z16,Z16,560000.0,14,0,3
16589,M614101488,0,30,Z17,Z17,1160000.0,[15 19],1,19
16590,M614140296,0,40,Z06,Z06,149000.0,16,0,6
16591,M614144082,1,30,Z17,Z10,47800.0,14,0,13
16592,M614178716,1,40,Z10,Z10,499000.0,12,0,1
16593,M614182585,0,50,Z10,Z10,13990.0,13,0,4
16594,M614206090,0,30,Z10,Z10,85000.0,11,1,38
16595,M614238890,0,30,Z05,Z05,155500.0,18,0,79
16596,M614261248,0,40,Z10,Z17,330000.0,17,0,55
16597,M614330822,1,30,Z17,Z17,5800000.0,13,1,6
16598,M614345501,0,40,Z10,Z10,25800.0,18,0,45
16599,M614368155,0,30,Z17,Z17,25000.0,18,0,0
16600,M614390305,1,30,Z06,Z06,69000.0,19,0,40
16601,M614435875,1,20,Z10,Z10,98000.0,15,0,3
16602,M614504484,0,30,Z10,Z10,130000.0,20,1,15
16603,M614519346,1,40,Z10,Z10,49840.0,13,0,2
16604,M614523125,0,50,Z10,Z10,159000.0,20,1,73
16605,M614543773,0,20,Z01,Z01,980000.0,20,1,14
16606,M614548490,1,40,Z17,Z17,129000.0,15,0,30
16607,M614556365,1,40,Z16,Z16,132000.0,15,0,3
16608,M614559342,1,30,Z13,Z13,400000.0,15,0,21
16609,M614615964,0,40,Z17,Z10,99800.0,15,0,2
16610,M614618426,0,20,Z14,Z14,149000.0,19,0,0
16611,M614636935,1,30,Z10,Z10,111200.0,14,1,52
16612,M614682153,0,30,Z03,Z03,79000.0,14,0,1
16613,M614691095,1,40,Z10,['Z10' 'Z16'],74900.0,16,1,0
16614,M614696859,0,30,Z11,Z11,1680000.0,13,0,3
16615,M614715086,0,40,Z13,Z13,11160000.0,13,1,26
16616,M614753794,0,50,Z01,Z01,300000.0,15,0,25
16617,M614760777,1,30,Z15,Z09,120000.0,14,0,54
16618,M614769460,0,40,Z17,Z17,3000.0,13,0,2
16619,M614836312,1,50,Z09,Z09,95000.0,18,0,11
16620,M614851423,0,60,Z10,Z10,89000.0,13,0,35
16621,M614880963,0,50,Z17,Z17,32900.0,18,0,16
16622,M614946586,0,30,Z05,Z05,360000.0,18,1,18
16623,M614957061,1,40,Z16,Z16,1180000.0,15,1,6
16624,M614963818,1,40,Z17,Z17,669000.0,13,1,140
16625,M615041626,1,40,Z10,Z10,39900.0,18,0,0
16626,M615095457,0,30,Z10,Z08,97500.0,16,0,3
16627,M615102919,1,40,Z17,Z17,171000.0,12,0,5
16628,M615174489,0,40,Z08,Z08,224100.0,13,0,131
16629,M615182557,0,50,Z11,Z11,155400.0,12,0,18
16630,M615194580,0,20,Z10,Z10,87000.0,17,0,2
16631,M615198904,0,30,Z17,Z10,600000.0,19,1,61
16632,M615206639,1,40,Z10,Z10,19200000.0,14,0,13
16633,M615242188,0,60,Z04,Z04,1892000.0,14,0,11
16634,M615247062,0,40,Z10,Z10,1199000.0,[14 20],0,2
16635,M615247123,0,30,Z11,Z16,50000.0,17,1,1
16636,M615287525,0,50,Z10,Z10,14900.0,18,0,10
16637,M615289726,1,40,Z10,Z10,768000.0,19,0,31
16638,M615312282,0,50,Z10,Z10,285200.0,17,0,2
16639,M615380326,0,40,Z10,Z10,208600.0,19,0,14
16640,M615406416,0,30,Z04,Z04,229000.0,15,0,11
16641,M615413020,1,40,Z17,Z17,24900.0,19,0,67
16642,M615427658,0,30,Z10,Z10,5100000.0,16,0,15
16643,M615463812,0,50,Z16,Z16,179000.0,13,0,2
16644,M615471020,0,30,Z17,Z10,189000.0,15,0,1
16645,M615485747,1,30,Z04,Z04,75500.0,13,0,18
16646,M615502219,0,50,Z10,Z10,6400000.0,18,1,112
16647,M615542999,0,30,Z16,Z16,20000.0,10,0,1
16648,M615570973,0,30,Z04,Z04,844200.0,19,0,68
16649,M615601886,0,40,Z10,Z10,47700.0,18,0,89
16650,M615611999,0,60,Z17,Z17,2400000.0,11,0,119
16651,M615612622,0,30,Z03,Z03,148000.0,15,0,48
16652,M615618843,1,40,Z16,Z12,23800.0,21,0,37
16653,M615652938,1,30,Z17,Z11,49000.0,17,0,1
16654,M615667083,0,50,Z10,Z17,1670000.0,10,0,4
16655,M615685775,0,30,Z10,Z10,19900.0,21,0,1
16656,M615690615,1,30,Z11,Z11,142400.0,16,0,18
16657,M615692273,0,40,Z08,Z07,695000.0,20,0,13
16658,M615720284,1,60,Z17,Z17,220000.0,16,0,7
16659,M615755851,0,50,Z10,Z10,26083.0,17,0,32
16660,M615772630,0,20,Z16,Z04,76500.0,17,0,75
16661,M615815414,0,50,Z16,Z16,199000.0,9,1,41
16662,M615830947,1,40,Z16,Z11,4500.0,16,0,3
16663,M615856121,1,30,Z17,Z17,714730.0,18,1,13
16664,M615860910,0,60,Z04,Z04,4499000.0,13,0,59
16665,M615969996,0,70,Z04,Z04,20000.0,11,0,18
16666,M615989993,0,40,Z04,Z10,890000.0,10,1,42
16667,M616058147,1,40,Z10,Z04,3300000.0,11,0,5
16668,M616118209,1,40,Z09,Z09,15600.0,20,0,13
16669,M616195835,1,40,Z11,Z11,6014000.0,16,1,30
16670,M616296836,1,40,Z11,Z11,45000.0,15,0,2
16671,M616303006,0,60,Z10,Z10,3490000.0,12,0,65
16672,M616339214,1,40,Z16,Z16,143200.0,18,1,15
16673,M616358555,0,20,Z06,[],379000.0,[13 16],1,0
16674,M616365680,1,40,Z14,Z14,6300.0,2,0,12
16675,M616368215,1,40,Z12,Z12,710000.0,20,0,34
16676,M616371765,1,50,Z17,Z17,129000.0,18,1,83
16677,M616421902,1,60,Z16,Z16,89000.0,11,0,13
16678,M616527480,1,40,Z10,Z10,101600.0,20,0,20
16679,M616642079,0,30,Z10,Z04,2450000.0,13,1,16
16680,M616659311,0,40,Z10,Z10,375000.0,11,0,139
16681,M616668077,0,40,Z10,Z10,5500000.0,19,0,43
16682,M616711307,0,30,Z11,Z11,79800.0,12,1,73
16683,M616772293,1,30,Z13,Z17,16100.0,13,0,1
16684,M616775931,0,20,Z10,Z10,90000.0,22,1,47
16685,M616778623,0,40,Z04,Z17,1962500.0,13,1,74
16686,M616784802,0,30,Z10,Z17,72000.0,19,0,2
16687,M616805034,1,40,Z17,Z17,50000.0,15,1,12
16688,M616835513,0,60,Z10,Z10,79000.0,[16 17],0,0
16689,M616836849,0,30,Z12,Z14,39900.0,18,0,1
16690,M616854847,1,40,Z17,Z17,99000.0,15,1,5
16691,M616863956,0,50,Z10,Z10,59900.0,17,0,7
16692,M616904333,0,30,Z06,Z17,2590000.0,15,1,40
16693,M616983805,1,20,Z10,Z17,119000.0,21,0,3
16694,M616989548,1,30,Z08,Z08,59700.0,11,0,54
16695,M616992020,0,30,Z04,Z17,203000.0,18,0,4
16696,M617042286,0,30,Z17,Z17,240000.0,15,0,34
16697,M617097623,0,40,Z10,Z10,4233000.0,20,1,170
16698,M617142700,0,40,Z12,Z14,3435000.0,[16 17],0,1
16699,M617150053,0,20,Z10,Z17,1060000.0,13,1,20
16700,M617196954,0,30,Z04,Z17,449000.0,[13 14],0,1
16701,M617274873,0,40,Z01,Z01,29900.0,18,1,105
16702,M617292284,1,20,Z17,Z11,49800.0,20,0,2
16703,M617306521,1,40,Z07,Z07,34900.0,20,0,0
16704,M617353629,0,40,Z06,Z06,32700.0,18,1,35
16705,M617354534,1,20,Z15,Z15,63600.0,18,0,6
16706,M617355585,0,40,Z10,Z10,17440.0,11,0,1
16707,M617395464,0,50,Z17,Z17,149000.0,11,0,0
16708,M617401674,1,30,Z06,[],20900.0,11,0,17
16709,M617411618,1,60,Z11,Z11,2137500.0,11,0,20
16710,M617479604,0,50,Z17,Z17,4060500.0,17,1,119
16711,M617562690,0,30,Z01,[],116720.0,13,1,4
16712,M617570725,0,50,Z17,Z17,59000.0,12,0,1
16713,M617609913,0,60,Z17,Z17,48000.0,[17 18],1,27
16714,M617611439,0,50,Z17,Z17,139000.0,17,0,8
16715,M617622162,0,40,Z01,Z01,4900.0,17,0,1
16716,M617654525,1,30,Z09,Z09,30800.0,14,0,5
16717,M617664105,0,50,Z16,Z16,64000.0,[10 12 18 19 21],0,1
16718,M617685597,0,50,Z04,Z04,19000.0,14,0,74
16719,M617739327,0,40,Z17,Z17,5638000.0,22,1,23
16720,M617772122,0,40,Z17,Z17,59000.0,23,1,82
16721,M617790021,1,30,Z17,Z17,170000.0,20,0,19
16722,M617801402,1,40,Z06,Z06,132600.0,13,0,59
16723,M617816751,0,20,Z05,Z10,45000.0,15,0,0
16724,M617861440,1,40,Z05,Z17,34900.0,17,0,73
16725,M617882077,1,40,Z10,Z10,1379000.0,11,1,5
16726,M617883664,0,30,Z11,Z11,61440.0,20,0,13
16727,M617972434,0,40,Z10,Z10,3000000.0,14,1,4
16728,M617975621,1,40,Z04,Z04,249000.0,13,0,52
16729,M618012623,0,30,Z05,Z05,296000.0,13,1,53
16730,M618024341,0,50,Z17,Z17,10330000.0,16,1,72
16731,M618071773,1,70,Z10,Z17,83000.0,[16 17],0,0
16732,M618092521,0,40,Z16,Z16,179000.0,[12 16],0,3
16733,M618147807,1,40,Z06,Z06,39800.0,14,0,3
16734,M618150206,0,20,Z10,Z10,200000.0,19,1,35
16735,M618238322,0,40,Z14,Z07,213000.0,16,0,5
16736,M618291242,1,50,Z10,Z10,26809.0,15,0,3
16737,M618317251,1,40,Z16,Z16,641000.0,13,0,11
16738,M618328815,0,70,Z17,Z17,27400.0,14,0,11
16739,M618353973,0,60,Z10,Z10,49000.0,13,0,2
16740,M618434343,0,50,Z16,Z16,483000.0,16,0,11
16741,M618455168,0,40,Z17,Z17,305000.0,18,0,18
16742,M618481147,0,50,Z17,Z17,89000.0,19,1,125
16743,M618540405,0,30,Z10,Z10,58800.0,19,1,45
16744,M618607606,0,30,Z02,Z15,69000.0,14,0,1
16745,M618622383,0,20,Z04,['Z04' 'Z17'],160200.0,16,1,10
16746,M618665386,0,50,Z10,Z17,72400.0,18,0,162
16747,M618711143,0,60,Z10,Z10,39800.0,11,0,21
16748,M618735743,1,40,Z10,Z10,654300.0,[12 17],0,6
16749,M618748847,0,30,Z17,Z17,65000.0,21,0,24
16750,M618764075,0,40,Z17,Z17,2485000.0,[14 17],1,16
16751,M618770442,0,60,Z10,Z10,50000.0,15,0,21
16752,M618789377,0,30,Z10,Z10,299600.0,18,0,3
16753,M618816121,0,20,Z14,Z14,399000.0,[14 15 16 19],0,0
16754,M618889124,1,20,Z10,Z10,790000.0,19,1,9
16755,M619053112,0,40,Z17,Z17,2690000.0,18,1,9
16756,M619070506,0,50,Z10,Z10,300000.0,14,1,99
16757,M619081493,0,50,Z10,Z10,129000.0,21,0,3
16758,M619205727,1,40,Z11,Z11,159000.0,14,1,46
16759,M619208952,1,40,Z10,Z17,199000.0,15,0,0
16760,M619266284,1,70,Z10,Z10,59800.0,19,0,47
16761,M619271989,0,60,Z14,Z14,80000.0,16,0,8
16762,M619290375,0,50,Z10,Z10,4073000.0,15,1,61
16763,M619348642,1,30,Z17,Z17,67000.0,[13 19],0,1
16764,M619376966,0,40,Z14,Z14,1776000.0,18,1,11
16765,M619389832,1,20,Z17,Z12,44900.0,21,1,3
16766,M619460691,0,60,Z17,Z17,5155000.0,[11 13],0,12
16767,M619531812,0,20,Z12,Z12,18720.0,11,1,14
16768,M619575345,1,30,Z10,Z10,409000.0,17,1,66
16769,M619595948,0,50,Z06,Z11,43680.0,13,0,102
16770,M619627821,0,40,Z13,Z13,59900.0,16,1,60
16771,M619669341,1,50,Z16,[],59000.0,[ 8 14],1,0
16772,M619779461,0,50,Z17,Z17,288000.0,19,0,105
16773,M619797534,0,60,Z10,Z04,180000.0,14,0,9
16774,M619824893,0,30,Z10,Z10,41400.0,14,0,1
16775,M619948115,0,40,Z11,[],138700.0,22,0,1
16776,M619948839,0,40,Z06,Z06,32450.0,15,1,31
16777,M619961175,0,30,Z14,Z14,56000.0,13,1,4
16778,M619965539,1,20,Z17,Z16,278000.0,16,0,0
16779,M619970140,1,40,Z09,Z09,7000.0,17,0,1
16780,M620106281,0,40,Z17,Z17,179400.0,20,1,138
16781,M620110671,0,20,Z10,Z17,275000.0,10,1,40
16782,M620116504,0,40,Z10,Z10,239000.0,15,0,24
16783,M620139278,1,40,Z16,Z16,63900.0,16,0,7
16784,M620141974,0,30,Z10,Z10,35000.0,20,0,7
16785,M620174797,0,40,Z16,Z16,295000.0,15,0,16
16786,M620200386,1,40,Z11,Z11,210000.0,12,0,11
16787,M620221974,0,50,Z13,Z13,1049000.0,19,0,5
16788,M620243306,0,50,Z05,Z16,159000.0,10,1,70
16789,M620426951,0,50,Z12,Z12,725000.0,16,1,57
16790,M620471308,1,50,Z13,Z13,119600.0,17,0,68
16791,M620550265,0,20,Z12,Z12,379050.0,12,1,11
16792,M620571321,1,60,Z01,Z08,1990.0,15,0,0
16793,M620593844,1,40,Z11,Z11,89800.0,15,1,48
16794,M620637742,0,40,Z10,Z10,80200.0,18,1,71
16795,M620645836,0,40,Z03,Z03,232000.0,17,1,72
16796,M620664424,0,50,Z10,Z17,67000.0,11,0,3
16797,M620669803,0,40,Z17,Z17,75500.0,13,0,16
16798,M620750637,0,30,Z04,Z10,5290000.0,18,1,72
16799,M620808374,0,20,Z17,Z17,879200.0,18,1,62
16800,M620816861,1,20,Z17,Z10,19900.0,12,0,0
16801,M620823775,1,70,Z17,Z17,499000.0,16,0,5
16802,M620842797,0,60,Z16,Z16,29900.0,12,0,0
16803,M620927138,0,40,Z17,Z10,4409740.0,13,0,13
16804,M620942174,0,40,Z04,Z04,41200.0,[13 16],0,16
16805,M620964838,0,40,Z04,Z04,459000.0,15,1,106
