,cust,user_total_items,total_distinct_items,user_average_basket,weekday_rate,weekend_rate
70120,M850381347,353,144,5.042857142857143,0.6571428571428571,0.34285714285714286
70123,M861046463,133,78,8.3125,0.25,0.75
70129,M540963415,616,200,6.222222222222222,0.15151515151515152,0.8484848484848485
70182,M051020916,45,13,1.4516129032258065,0.0,1.0
70183,M558895673,503,133,5.588888888888889,0.7,0.30000000000000004
70186,M404600300,53,18,1.394736842105263,0.6578947368421053,0.3421052631578947
70213,M562755707,97,48,2.6944444444444446,0.6666666666666666,0.33333333333333337
70234,M010337779,12,7,1.0909090909090908,0.5454545454545454,0.4545454545454546
70235,M556347395,1517,261,11.072992700729927,0.48175182481751827,0.5182481751824817
70276,M711726125,452,113,3.450381679389313,0.6793893129770993,0.32061068702290074
70286,M579576885,55,30,2.391304347826087,0.8260869565217391,0.17391304347826086
70290,M032229908,142,68,2.253968253968254,0.4444444444444444,0.5555555555555556
70291,M603243092,114,68,1.8688524590163935,0.4918032786885246,0.5081967213114754
70296,M194490217,578,131,6.72093023255814,0.6511627906976745,0.34883720930232553
70302,M672025202,128,45,3.657142857142857,0.6857142857142857,0.3142857142857143
70310,M173843681,83,48,3.608695652173913,0.17391304347826086,0.8260869565217391
70324,M794066411,32,17,1.5238095238095237,0.23809523809523808,0.7619047619047619
70334,M741499646,128,60,8.0,0.4375,0.5625
70341,M737383594,135,67,2.014925373134328,0.34328358208955223,0.6567164179104478
70349,M833693637,110,46,7.333333333333333,0.4666666666666667,0.5333333333333333
70351,M682248896,277,95,2.826530612244898,0.32653061224489793,0.6734693877551021
70358,M882870672,271,120,5.211538461538462,0.19230769230769232,0.8076923076923077
70362,M679357406,214,56,5.944444444444445,0.6111111111111112,0.38888888888888884
70369,M196452445,32,17,1.8823529411764706,0.35294117647058826,0.6470588235294117
70390,M024255025,891,178,4.895604395604396,0.6978021978021978,0.30219780219780223
70406,M320482567,121,54,2.880952380952381,0.35714285714285715,0.6428571428571428
70424,M916137217,44,28,2.3157894736842106,0.7894736842105263,0.21052631578947367
70429,M867635212,322,103,3.0961538461538463,0.6634615384615384,0.33653846153846156
70451,M313525769,31,12,1.1481481481481481,0.7777777777777778,0.2222222222222222
70486,M849564351,22,14,1.6923076923076923,0.0,1.0
70487,M611108689,879,236,16.903846153846153,0.5576923076923077,0.4423076923076923
70489,M300462454,169,45,4.694444444444445,0.6388888888888888,0.36111111111111116
70493,M626708280,21,13,2.625,0.25,0.75
70498,M511875815,61,33,2.44,0.48,0.52
70502,M520363032,88,48,1.4193548387096775,0.43548387096774194,0.564516129032258
70506,M418866454,130,71,3.25,0.65,0.35
70534,M903890078,1081,124,14.413333333333334,0.6,0.4
70537,M321234091,50,19,2.0833333333333335,0.625,0.375
70542,M070227481,5,4,1.25,0.5,0.5
70551,M907694169,26,9,1.2380952380952381,0.47619047619047616,0.5238095238095238
70564,M368862608,61,26,1.967741935483871,0.1935483870967742,0.8064516129032258
70569,M971838902,101,30,3.15625,0.21875,0.78125
70571,M043493033,16,14,2.6666666666666665,0.5,0.5
70588,M632412770,19,8,1.2666666666666666,0.06666666666666667,0.9333333333333333
70596,M779847824,75,30,2.4193548387096775,0.7096774193548387,0.29032258064516125
70624,M759430169,174,67,4.142857142857143,0.6666666666666666,0.33333333333333337
70636,M070233515,50,34,4.545454545454546,0.09090909090909091,0.9090909090909091
70643,M857667673,79,33,4.388888888888889,0.5555555555555556,0.4444444444444444
70651,M450255601,66,24,2.2,0.3,0.7
70655,M688108917,38,9,1.3571428571428572,0.21428571428571427,0.7857142857142857
70667,M489145123,725,123,9.666666666666666,0.52,0.48
70680,M645042567,215,102,1.8376068376068375,0.7606837606837606,0.23931623931623935
70705,M590793743,115,61,3.026315789473684,0.5789473684210527,0.42105263157894735
70709,M689191382,41,18,1.2424242424242424,0.45454545454545453,0.5454545454545454
70712,M279106012,497,137,5.584269662921348,0.5617977528089888,0.4382022471910112
70738,M369483978,34,17,1.3076923076923077,0.7307692307692307,0.2692307692307693
70741,M499290433,848,165,7.504424778761062,0.6017699115044248,0.3982300884955752
70747,M836630433,1838,303,7.888412017167382,0.6351931330472103,0.36480686695278974
70784,M262593966,193,98,3.7115384615384617,0.6538461538461539,0.34615384615384615
70788,M196355433,44,24,2.3157894736842106,0.5789473684210527,0.42105263157894735
70789,M383521454,99,55,2.4146341463414633,0.4634146341463415,0.5365853658536586
70811,M887888419,190,58,6.551724137931035,0.3103448275862069,0.6896551724137931
70836,M406161633,100,29,5.0,0.4,0.6
70841,M743376866,8,6,1.0,0.625,0.375
70850,M837064381,108,65,1.8620689655172413,0.22413793103448276,0.7758620689655172
70851,M513658485,298,106,13.545454545454545,0.8636363636363636,0.13636363636363635
70853,M794606130,243,95,4.189655172413793,0.46551724137931033,0.5344827586206897
70861,M045125256,15,9,1.875,0.625,0.375
70870,M340487258,58,38,3.2222222222222223,0.3333333333333333,0.6666666666666667
70891,M935375271,1251,259,5.256302521008403,0.6092436974789915,0.39075630252100846
70911,M760194697,21,11,1.2352941176470589,0.7647058823529411,0.23529411764705888
70916,M266321963,61,36,1.90625,0.71875,0.28125
70942,M457703601,50,28,2.6315789473684212,0.631578947368421,0.368421052631579
70945,M735885985,196,71,7.2592592592592595,0.5555555555555556,0.4444444444444444
70960,M290780435,609,123,8.955882352941176,0.8235294117647058,0.17647058823529416
70971,M804484591,367,128,12.233333333333333,0.7,0.30000000000000004
70975,M558228133,9,8,1.125,0.375,0.625
70979,M434138578,57,31,2.590909090909091,0.7727272727272727,0.2272727272727273
70983,M073414442,153,59,8.052631578947368,0.3157894736842105,0.6842105263157895
70989,M611441552,575,79,8.984375,0.9375,0.0625
70996,M654557839,93,57,3.4444444444444446,0.48148148148148145,0.5185185185185186
71042,M838085054,732,121,6.715596330275229,0.5688073394495413,0.4311926605504587
71048,M322256849,136,68,3.4,0.325,0.675
71050,M248673068,4,2,2.0,0.0,1.0
71056,M916971028,75,48,1.829268292682927,0.5853658536585366,0.41463414634146345
71087,M802147429,5,2,1.25,0.0,1.0
71121,M694006782,79,47,1.9268292682926829,0.8048780487804879,0.19512195121951215
71132,M830090160,281,93,9.064516129032258,0.41935483870967744,0.5806451612903225
71134,M934069587,1,1,1.0,0.0,1.0
71140,M366809745,434,161,4.254901960784314,0.23529411764705882,0.7647058823529411
71145,M913140976,120,52,2.5531914893617023,0.5319148936170213,0.46808510638297873
71159,M430469419,166,69,3.2549019607843137,0.5882352941176471,0.4117647058823529
71172,M640487542,99,35,5.5,0.7777777777777778,0.2222222222222222
71180,M256533509,282,106,5.222222222222222,0.5185185185185185,0.4814814814814815
71191,M103897322,6173,22,41.42953020134228,0.6174496644295302,0.3825503355704698
71216,M824007962,264,114,2.869565217391304,0.5434782608695652,0.4565217391304348
71225,M837900498,19,11,1.2666666666666666,0.6666666666666666,0.33333333333333337
71229,M178227086,1133,255,8.518796992481203,0.6090225563909775,0.39097744360902253
71242,M036670906,1103,159,7.304635761589404,0.6622516556291391,0.3377483443708609
71244,M682068915,133,45,1.5113636363636365,0.6136363636363636,0.38636363636363635
71259,M743334067,80,45,1.8604651162790697,0.6744186046511628,0.32558139534883723
71263,M594891035,332,113,5.627118644067797,0.7457627118644068,0.2542372881355932
71272,M635153594,1254,189,7.936708860759493,0.7468354430379747,0.25316455696202533
71316,M663565790,418,139,6.53125,0.671875,0.328125
71320,M094251585,341,126,8.973684210526315,0.47368421052631576,0.5263157894736843
71340,M116351320,30,10,1.6666666666666667,0.5555555555555556,0.4444444444444444
71359,M315360471,482,172,5.878048780487805,0.7682926829268293,0.23170731707317072
71423,M345190708,256,126,6.918918918918919,0.3783783783783784,0.6216216216216216
71432,M300703554,208,100,3.466666666666667,0.2,0.8
71444,M541983769,234,83,6.685714285714286,0.6,0.4
71448,M202158036,14,8,1.2727272727272727,0.2727272727272727,0.7272727272727273
71456,M721082936,257,69,5.976744186046512,0.6046511627906976,0.39534883720930236
71467,M434397714,33,21,1.5,0.6818181818181818,0.31818181818181823
71487,M559034937,113,37,2.825,0.775,0.22499999999999998
71508,M232644150,186,73,2.3846153846153846,0.6794871794871795,0.3205128205128205
71522,M369721510,37,21,1.48,0.24,0.76
71524,M052620806,165,70,7.173913043478261,0.43478260869565216,0.5652173913043479
71525,M540090482,67,41,2.4814814814814814,0.3333333333333333,0.6666666666666667
71533,M731281912,92,24,5.411764705882353,0.9411764705882353,0.05882352941176472
71534,M512463186,995,273,5.320855614973262,0.6310160427807486,0.36898395721925137
71548,M774547717,40,15,1.9047619047619047,0.6666666666666666,0.33333333333333337
71550,M433691958,33,20,1.2222222222222223,0.4074074074074074,0.5925925925925926
71579,M735900292,121,59,2.1228070175438596,0.12280701754385964,0.8771929824561404
71609,M861908645,138,44,4.451612903225806,0.41935483870967744,0.5806451612903225
71629,M683130065,40,19,3.3333333333333335,0.0,1.0
71670,M333498086,693,174,9.118421052631579,0.75,0.25
71681,M155386754,616,216,7.162790697674419,0.47674418604651164,0.5232558139534884
71734,M751010048,38,27,2.0,0.3157894736842105,0.6842105263157895
71761,M876173001,375,94,5.0,0.7333333333333333,0.2666666666666667
71798,M027897691,137,64,1.8767123287671232,0.684931506849315,0.31506849315068497
71809,M110353365,368,140,6.237288135593221,0.6440677966101694,0.35593220338983056
71818,M786029780,12,7,1.0909090909090908,0.45454545454545453,0.5454545454545454
71840,M476158071,62,34,1.441860465116279,0.7674418604651163,0.2325581395348837
71843,M049562016,5,2,2.5,0.5,0.5
71874,M458078641,157,62,4.361111111111111,0.6111111111111112,0.38888888888888884
71888,M760897156,8,5,2.0,0.5,0.5
71915,M337673514,28,17,1.3333333333333333,0.8095238095238095,0.19047619047619047
71933,M733393558,86,19,1.8695652173913044,0.30434782608695654,0.6956521739130435
71942,M739089554,50,22,2.0833333333333335,0.7916666666666666,0.20833333333333337
71944,M015518376,88,28,3.0344827586206895,0.3793103448275862,0.6206896551724138
71948,M081673803,191,48,3.183333333333333,0.9333333333333333,0.06666666666666665
71959,M230468929,30,20,1.875,0.625,0.375
71961,M480126681,217,73,6.575757575757576,0.18181818181818182,0.8181818181818181
71989,M361033919,5,3,1.6666666666666667,0.0,1.0
72002,M719638013,17,6,3.4,0.6,0.4
72003,M004056262,169,67,6.2592592592592595,0.5925925925925926,0.40740740740740744
72040,M670167365,31,11,1.4090909090909092,0.5909090909090909,0.40909090909090906
72049,M454830968,279,116,3.6710526315789473,0.34210526315789475,0.6578947368421053
72058,M402120643,125,62,3.5714285714285716,0.6571428571428571,0.34285714285714286
72084,M917424075,793,96,3.6045454545454545,0.55,0.44999999999999996
72115,M913786114,269,57,2.037878787878788,0.5984848484848485,0.4015151515151515
72116,M363546392,127,56,2.5918367346938775,0.673469387755102,0.326530612244898
72144,M644258425,1044,79,11.106382978723405,0.9042553191489362,0.0957446808510638
72164,M645955245,72,34,1.8461538461538463,0.28205128205128205,0.717948717948718
72166,M803358789,858,186,8.58,0.41,0.5900000000000001
72175,M409563038,186,48,2.3544303797468356,0.7468354430379747,0.25316455696202533
72234,M423849965,610,154,10.701754385964913,0.7368421052631579,0.26315789473684215
72244,M949658471,43,29,1.5925925925925926,0.48148148148148145,0.5185185185185186
72245,M838421701,152,67,2.2028985507246377,0.7246376811594203,0.2753623188405797
72288,M645909130,76,37,1.7272727272727273,0.45454545454545453,0.5454545454545454
72303,M578367075,84,28,1.3548387096774193,0.8064516129032258,0.19354838709677424
72304,M782722410,244,102,4.88,0.66,0.33999999999999997
72305,M951908979,15,12,1.3636363636363635,0.6363636363636364,0.36363636363636365
72321,M008396737,278,108,11.583333333333334,0.041666666666666664,0.9583333333333334
72326,M862896678,547,153,6.670731707317073,0.5609756097560976,0.4390243902439024
72405,M682775106,219,108,4.866666666666666,0.6,0.4
72411,M197910214,34,21,1.0625,0.34375,0.65625
72420,M386353241,72,21,1.6363636363636365,0.7727272727272727,0.2272727272727273
72421,M850753165,86,44,4.3,0.75,0.25
72462,M325791407,108,58,7.714285714285714,0.42857142857142855,0.5714285714285714
72479,M880037822,159,74,5.482758620689655,0.3103448275862069,0.6896551724137931
72484,M069081738,26,14,1.368421052631579,0.21052631578947367,0.7894736842105263
72491,M346307429,44,12,2.0,0.8181818181818182,0.18181818181818177
72552,M095531305,15,10,1.25,0.08333333333333333,0.9166666666666666
72594,M947069333,27,12,1.588235294117647,0.4117647058823529,0.5882352941176471
72637,M912954489,143,72,5.958333333333333,0.7083333333333334,0.29166666666666663
72647,M632508218,765,155,5.387323943661972,0.5915492957746479,0.4084507042253521
72693,M464851163,126,51,2.739130434782609,0.6956521739130435,0.30434782608695654
72695,M705887168,510,160,10.408163265306122,0.6938775510204082,0.30612244897959184
72699,M462924690,6,4,1.2,0.6,0.4
72701,M398295630,271,109,5.891304347826087,0.7391304347826086,0.26086956521739135
72705,M240117030,198,69,11.647058823529411,0.6470588235294118,0.3529411764705882
72708,M056609774,159,81,3.8780487804878048,0.8292682926829268,0.1707317073170732
72710,M715705684,280,88,4.375,0.859375,0.140625
72716,M042212109,743,159,5.463235294117647,0.7279411764705882,0.2720588235294118
72719,M830282257,268,89,8.121212121212121,0.6060606060606061,0.3939393939393939
72720,M282077359,195,61,6.5,0.43333333333333335,0.5666666666666667
72725,M567981835,50,38,2.9411764705882355,0.6470588235294118,0.3529411764705882
72731,M638145258,27,20,1.4210526315789473,0.10526315789473684,0.8947368421052632
72732,M678062990,158,80,2.981132075471698,0.8679245283018868,0.13207547169811318
72734,M501197016,381,132,5.953125,0.890625,0.109375
72736,M860946052,191,90,4.658536585365853,0.7317073170731707,0.2682926829268293
72751,M938115116,1218,138,5.691588785046729,0.5186915887850467,0.48130841121495327
72763,M127500716,90,47,4.285714285714286,0.6190476190476191,0.38095238095238093
72783,M038673212,113,64,1.7936507936507937,0.4603174603174603,0.5396825396825398
72792,M393358265,226,88,2.3541666666666665,0.75,0.25
72798,M702411746,30,22,1.875,0.6875,0.3125
72804,M702518818,43,12,1.131578947368421,0.8157894736842105,0.1842105263157895
72813,M970135724,78,30,1.95,0.6,0.4
72824,M054350787,215,85,5.375,0.575,0.42500000000000004
72882,M620942174,108,55,3.7241379310344827,0.6206896551724138,0.3793103448275862
72889,M958625305,37,18,1.3214285714285714,0.6071428571428571,0.3928571428571429
72903,M696190839,121,58,3.025,0.8,0.19999999999999996
72919,M822235238,172,74,1.638095238095238,0.7619047619047619,0.23809523809523814
72945,M723134960,203,74,7.8076923076923075,0.5384615384615384,0.46153846153846156
72948,M905686905,25,12,3.125,0.625,0.375
72966,M456578795,150,73,2.727272727272727,0.5636363636363636,0.4363636363636364
72975,M161258395,253,102,7.4411764705882355,0.5882352941176471,0.4117647058823529
72977,M268976798,56,33,3.5,0.25,0.75
72988,M837650117,5,4,1.0,0.8,0.19999999999999996
72994,M961815188,116,59,2.761904761904762,0.3333333333333333,0.6666666666666667
72997,M973299059,44,23,1.5172413793103448,0.6551724137931034,0.3448275862068966
73022,M552717888,133,62,4.925925925925926,0.7407407407407407,0.2592592592592593
73049,M719912257,76,37,2.6206896551724137,0.4827586206896552,0.5172413793103448
73060,M743605112,13,10,2.6,0.8,0.19999999999999996
73076,M463018521,72,11,1.1428571428571428,0.6825396825396826,0.31746031746031744
73090,M170310726,18,11,1.5,0.25,0.75
73104,M405831903,220,111,3.6666666666666665,0.8166666666666667,0.18333333333333335
73109,M668429495,234,64,7.8,0.7,0.30000000000000004
73112,M881874557,68,49,3.090909090909091,0.7727272727272727,0.2272727272727273
73113,M730392338,15,11,1.3636363636363635,0.9090909090909091,0.09090909090909094
73136,M699958272,929,142,4.242009132420091,0.7442922374429224,0.2557077625570776
73160,M117618025,46,26,1.5862068965517242,0.6896551724137931,0.31034482758620685
73162,M209089568,302,79,15.894736842105264,0.7894736842105263,0.21052631578947367
73191,M624404053,148,49,2.466666666666667,0.4666666666666667,0.5333333333333333
73233,M586788803,267,108,3.513157894736842,0.5657894736842105,0.4342105263157895
73262,M589236754,67,31,1.8108108108108107,0.8108108108108109,0.18918918918918914
73273,M626009138,156,75,2.4,0.7692307692307693,0.23076923076923073
73274,M838778292,265,85,6.0227272727272725,0.5681818181818182,0.43181818181818177
73299,M861771141,46,22,1.9166666666666667,0.6666666666666666,0.33333333333333337
73311,M089297767,312,117,1.9141104294478528,0.6073619631901841,0.3926380368098159
73328,M556123556,52,20,4.7272727272727275,0.5454545454545454,0.4545454545454546
73329,M387498345,92,43,3.68,0.64,0.36
73347,M428159630,36,13,1.2,0.5666666666666667,0.43333333333333335
73379,M624673214,64,15,3.2,0.65,0.35
73404,M454541335,325,102,5.701754385964913,0.5964912280701754,0.4035087719298246
73467,M803635388,92,55,3.5384615384615383,0.8076923076923077,0.1923076923076923
73516,M111943074,179,72,7.782608695652174,0.7391304347826086,0.26086956521739135
73526,M052101430,110,53,4.4,0.56,0.43999999999999995
73529,M166477497,735,116,3.340909090909091,0.7090909090909091,0.2909090909090909
73535,M347019293,369,88,6.709090909090909,0.8909090909090909,0.10909090909090913
73541,M649856580,29,13,1.7058823529411764,0.7647058823529411,0.23529411764705888
73545,M425942121,203,86,8.826086956521738,0.9130434782608695,0.08695652173913049
73557,M674636521,61,27,2.652173913043478,0.7391304347826086,0.26086956521739135
73591,M875897947,345,51,2.76,0.776,0.22399999999999998
73601,M374063386,74,38,1.4509803921568627,0.7450980392156863,0.2549019607843137
73608,M854905044,64,25,4.0,0.75,0.25
73615,M973163565,44,29,1.76,0.72,0.28
73621,M534961263,42,15,2.4705882352941178,0.9411764705882353,0.05882352941176472
73639,M033741697,645,141,16.125,0.7,0.30000000000000004
73651,M430308131,155,51,12.916666666666666,0.9166666666666666,0.08333333333333337
73662,M731766063,37,20,2.0555555555555554,0.8333333333333334,0.16666666666666663
73677,M697506935,217,86,9.434782608695652,0.7391304347826086,0.26086956521739135
73702,M800762901,213,56,4.018867924528302,0.6981132075471698,0.30188679245283023
73715,M327032435,116,29,2.8292682926829267,0.8780487804878049,0.12195121951219512
73727,M666362659,46,32,1.7037037037037037,0.8148148148148148,0.18518518518518523
73744,M070231934,71,48,2.730769230769231,0.7307692307692307,0.2692307692307693
73745,M379882981,1656,306,7.666666666666667,0.8240740740740741,0.17592592592592593
73749,M120060906,99,46,1.4776119402985075,0.43283582089552236,0.5671641791044777
73754,M407562527,117,52,2.7209302325581395,0.7209302325581395,0.2790697674418605
73868,M722918016,36,16,1.5,0.5,0.5
73882,M803271547,55,33,2.2916666666666665,0.2916666666666667,0.7083333333333333
73899,M095598786,27,21,1.2857142857142858,0.9047619047619048,0.09523809523809523
73920,M764547393,44,14,1.2941176470588236,0.5,0.5
73929,M458461943,36,17,1.6363636363636365,0.7727272727272727,0.2272727272727273
73972,M739083706,5,4,1.25,0.75,0.25
73982,M339016071,140,52,3.4146341463414633,0.7073170731707317,0.29268292682926833
73995,M006679751,201,67,4.02,0.52,0.48
74000,M109599082,52,35,3.466666666666667,0.6,0.4
74009,M405717675,49,21,2.8823529411764706,0.7647058823529411,0.23529411764705888
74018,M471072369,118,71,3.1052631578947367,0.8947368421052632,0.10526315789473684
74029,M369890116,346,40,6.653846153846154,0.8269230769230769,0.17307692307692313
74031,M710368459,53,30,2.9444444444444446,0.6666666666666666,0.33333333333333337
74032,M430444203,509,122,4.757009345794392,0.7757009345794392,0.22429906542056077
74047,M545475160,4,3,1.3333333333333333,1.0,0.0
74056,M321497306,271,85,1.5139664804469273,0.8603351955307262,0.13966480446927376
74057,M393246660,286,100,7.944444444444445,0.8055555555555556,0.19444444444444442
74065,M510945311,75,28,1.5,0.94,0.06000000000000005
74071,M861856451,200,70,3.5714285714285716,0.9107142857142857,0.0892857142857143
74076,M943934480,613,138,8.884057971014492,0.782608695652174,0.21739130434782605
74095,M409569496,4,4,1.0,1.0,0.0
74129,M569818816,215,102,10.75,0.5,0.5
74154,M575929312,298,86,2.328125,0.5625,0.4375
74211,M316172133,68,20,2.8333333333333335,0.7916666666666666,0.20833333333333337
74229,M239282910,97,45,2.8529411764705883,0.9117647058823529,0.08823529411764708
74231,M642906640,62,29,2.2142857142857144,0.7857142857142857,0.2142857142857143
74255,M785015693,316,110,5.962264150943396,0.6226415094339622,0.37735849056603776
74258,M938506488,122,63,3.128205128205128,0.8717948717948718,0.1282051282051282
74261,M551939528,250,61,2.7777777777777777,0.5666666666666667,0.43333333333333335
74289,M209736463,64,35,2.782608695652174,0.8260869565217391,0.17391304347826086
74304,M788699575,498,140,5.354838709677419,0.967741935483871,0.032258064516129004
74326,M797873523,1608,185,30.339622641509433,0.11320754716981132,0.8867924528301887
74329,M055277442,252,91,7.2,0.4857142857142857,0.5142857142857142
74355,M476313176,107,68,5.944444444444445,0.3888888888888889,0.6111111111111112
74358,M019613659,33,22,2.2,0.26666666666666666,0.7333333333333334
74362,M975066338,429,173,8.58,0.88,0.12
74375,M226095190,143,39,2.1029411764705883,0.4411764705882353,0.5588235294117647
74396,M230266402,119,68,3.5,0.7058823529411765,0.2941176470588235
74397,M871277866,48,24,1.5483870967741935,0.6129032258064516,0.3870967741935484
74402,M711395018,143,40,3.4878048780487805,0.5853658536585366,0.41463414634146345
74414,M493177856,431,119,7.065573770491803,0.7704918032786885,0.2295081967213115
74422,M798994192,50,33,2.380952380952381,0.5238095238095238,0.47619047619047616
74445,M353997377,116,43,3.8666666666666667,0.43333333333333335,0.5666666666666667
74453,M234868623,353,115,5.786885245901639,0.7213114754098361,0.2786885245901639
74463,M774550967,201,74,2.5443037974683542,0.7468354430379747,0.25316455696202533
74466,M611754027,66,28,1.5348837209302326,0.9534883720930233,0.046511627906976716
74469,M854668364,179,76,7.16,0.76,0.24
74478,M661927096,201,84,2.1847826086956523,0.6521739130434783,0.34782608695652173
74490,M216342831,46,27,2.7058823529411766,0.29411764705882354,0.7058823529411764
74515,M196363787,696,124,3.1210762331838566,0.7443946188340808,0.25560538116591924
74542,M713874559,6,4,1.0,0.8333333333333334,0.16666666666666663
74545,M232478389,717,168,6.894230769230769,0.46153846153846156,0.5384615384615384
74547,M925478432,179,61,2.130952380952381,0.8095238095238095,0.19047619047619047
74562,M720018331,349,103,15.863636363636363,0.6818181818181818,0.31818181818181823
74576,M531355182,12,10,2.0,0.8333333333333334,0.16666666666666663
74583,M609879754,136,72,5.037037037037037,0.7037037037037037,0.2962962962962963
74594,M703744737,282,86,6.0,0.7659574468085106,0.23404255319148937
74610,M549966448,910,100,8.92156862745098,0.6666666666666666,0.33333333333333337
74620,M128156522,165,52,5.32258064516129,0.9354838709677419,0.06451612903225812
74651,M910677240,130,23,7.647058823529412,1.0,0.0
74658,M600501108,6,3,1.5,0.5,0.5
74675,M896791320,121,71,1.375,0.45454545454545453,0.5454545454545454
74710,M643405261,12,6,1.7142857142857142,0.7142857142857143,0.2857142857142857
74714,M640652483,67,39,2.09375,0.1875,0.8125
74725,M167750458,156,61,1.625,0.59375,0.40625
74729,M021593104,54,33,2.4545454545454546,0.9090909090909091,0.09090909090909094
74757,M188327313,28,10,1.8666666666666667,0.4,0.6
74773,M809666176,387,133,8.6,0.24444444444444444,0.7555555555555555
74779,M186570619,299,138,1.7692307692307692,0.7692307692307693,0.23076923076923073
74793,M064677002,129,54,7.588235294117647,0.6470588235294118,0.3529411764705882
74794,M566445984,30,16,1.0344827586206897,0.8275862068965517,0.1724137931034483
74796,M744793095,130,40,1.911764705882353,0.9264705882352942,0.07352941176470584
74801,M780235402,686,102,2.8945147679324896,0.7974683544303798,0.20253164556962022
74822,M546407981,110,44,2.1153846153846154,0.75,0.25
74823,M442065153,103,51,3.21875,0.6875,0.3125
74830,M012027846,24,18,1.3333333333333333,0.2222222222222222,0.7777777777777778
74863,M415388999,220,75,4.680851063829787,0.723404255319149,0.276595744680851
74864,M308998307,64,29,2.6666666666666665,0.8333333333333334,0.16666666666666663
74868,M913737992,389,144,3.412280701754386,0.7105263157894737,0.2894736842105263
74878,M279770469,40,17,1.9047619047619047,0.23809523809523808,0.7619047619047619
74895,M259706473,253,77,6.170731707317073,0.7073170731707317,0.29268292682926833
74957,M804630564,3,1,1.0,1.0,0.0
74984,M705711669,2,2,2.0,1.0,0.0
75020,M020675585,139,52,3.5641025641025643,0.6666666666666666,0.33333333333333337
75038,M927568536,77,43,1.711111111111111,0.7111111111111111,0.28888888888888886
75080,M318866238,40,29,2.5,0.6875,0.3125
75085,M879969481,639,108,8.2987012987013,0.7792207792207793,0.22077922077922074
75089,M582432217,333,137,3.5806451612903225,0.7634408602150538,0.23655913978494625
75098,M461814149,25,15,1.4705882352941178,0.5882352941176471,0.4117647058823529
75101,M357433767,14,4,1.0,0.7857142857142857,0.2142857142857143
75104,M726344615,895,62,4.7105263157894735,0.6894736842105263,0.31052631578947365
75110,M241540259,33,19,1.2692307692307692,0.7307692307692307,0.2692307692307693
75159,M005448564,372,127,6.305084745762712,0.847457627118644,0.15254237288135597
75170,M480771018,86,48,2.774193548387097,0.4838709677419355,0.5161290322580645
75211,M671352433,377,92,4.333333333333333,0.6896551724137931,0.31034482758620685
75237,M100417716,94,40,2.6857142857142855,0.8,0.19999999999999996
75262,M305419404,236,60,6.2105263157894735,0.5789473684210527,0.42105263157894735
75282,M750493448,96,55,4.0,0.625,0.375
75283,M409152010,14,8,1.75,0.75,0.25
75306,M733305624,128,61,2.098360655737705,0.7540983606557377,0.24590163934426235
75317,M812709626,17,12,1.3076923076923077,0.6153846153846154,0.3846153846153846
75327,M327112752,46,19,1.4375,0.71875,0.28125
75331,M221389956,18,6,1.2,0.5333333333333333,0.4666666666666667
75342,M373462917,552,153,6.4186046511627906,0.7906976744186046,0.2093023255813954
75345,M470280971,1,1,1.0,1.0,0.0
75347,M566636300,198,63,2.869565217391304,0.7246376811594203,0.2753623188405797
75348,M556903572,123,37,4.730769230769231,0.6153846153846154,0.3846153846153846
75349,M084516911,529,131,12.30232558139535,0.8372093023255814,0.16279069767441856
75351,M804891838,1951,262,12.426751592356688,0.5095541401273885,0.49044585987261147
75352,M046409527,156,97,3.12,0.52,0.48
75353,M070840596,129,53,4.448275862068965,0.6206896551724138,0.3793103448275862
75371,M432195261,91,52,2.022222222222222,0.6444444444444445,0.3555555555555555
75404,M624619008,6,3,2.0,1.0,0.0
75411,M455637666,345,101,7.5,0.8478260869565217,0.15217391304347827
75415,M503821755,89,33,2.696969696969697,0.6363636363636364,0.36363636363636365
75420,M963378057,20,11,4.0,1.0,0.0
75450,M384493254,14,9,1.5555555555555556,1.0,0.0
75455,M387134233,37,26,3.0833333333333335,0.75,0.25
75459,M953829065,134,78,4.0606060606060606,0.36363636363636365,0.6363636363636364
75467,M218062606,771,213,4.482558139534884,0.8023255813953488,0.19767441860465118
75507,M697328778,115,73,3.1944444444444446,0.6944444444444444,0.3055555555555556
75512,M973352990,348,93,3.7419354838709675,0.6021505376344086,0.3978494623655914
75517,M816347277,204,55,4.25,0.7916666666666666,0.20833333333333337
75519,M101616705,630,127,5.338983050847458,0.6440677966101694,0.35593220338983056
75521,M600200871,255,112,7.083333333333333,0.9444444444444444,0.05555555555555558
75523,M839598113,948,209,6.629370629370629,0.8111888111888111,0.18881118881118886
75526,M069947418,4,1,1.0,0.5,0.5
75533,M042916641,111,68,2.0943396226415096,0.9245283018867925,0.07547169811320753
75636,M094393422,107,40,2.675,0.325,0.675
75666,M519529245,272,75,3.5324675324675323,0.7662337662337663,0.23376623376623373
75667,M332499386,72,47,3.130434782608696,0.8260869565217391,0.17391304347826086
75669,M246708972,776,116,4.485549132947977,0.8901734104046243,0.10982658959537572
75710,M426744207,326,101,6.269230769230769,0.8076923076923077,0.1923076923076923
75733,M469473228,323,120,5.383333333333334,0.7666666666666667,0.23333333333333328
75754,M477600684,3,3,1.5,1.0,0.0
75762,M798815033,87,19,1.5535714285714286,0.7678571428571429,0.2321428571428571
